"runId";"test name";"dim";"algo";"running time (s)";"comparsions count"
"28";"square";"2000";"my";"0,006846";"141601"
"28";"square";"2000";"ENLU";"0,050352";"727063"
"28";"square";"2000";"NSGA2";"0,101793";"3998000"
"28";"parallel fronts";"2000";"my";"0,002709";"83381"
"28";"parallel fronts";"2000";"ENLU";"0,005347";"252604"
"28";"parallel fronts";"2000";"NSGA2";"0,084611";"3998000"
"28";"circle fronts";"2000";"my";"0,019655";"389840"
"28";"circle fronts";"2000";"ENLU";"0,33611";"2088714"
"28";"circle fronts";"2000";"NSGA2";"0,120639";"3998000"
"28";"stripe";"2000";"my";"0,016962";"327581"
"28";"stripe";"2000";"ENLU";"0,179917";"981271"
"28";"stripe";"2000";"NSGA2";"0,086523";"3998000"
"28";"diag";"2000";"my";"0,000822";"37927"
"28";"diag";"2000";"ENLU";"0,000904";"1999"
"28";"diag";"2000";"NSGA2";"0,067253";"3998000"
"29";"square";"2000";"my";"0,005152";"143111"
"29";"square";"2000";"ENLU";"0,047029";"776028"
"29";"square";"2000";"NSGA2";"0,087495";"3998000"
"29";"parallel fronts";"2000";"my";"0,002543";"81953"
"29";"parallel fronts";"2000";"ENLU";"0,005188";"268398"
"29";"parallel fronts";"2000";"NSGA2";"0,071407";"3998000"
"29";"circle fronts";"2000";"my";"0,015932";"367273"
"29";"circle fronts";"2000";"ENLU";"0,247736";"1969548"
"29";"circle fronts";"2000";"NSGA2";"0,090766";"3998000"
"29";"stripe";"2000";"my";"0,013334";"315049"
"29";"stripe";"2000";"ENLU";"0,167503";"963643"
"29";"stripe";"2000";"NSGA2";"0,086624";"3998000"
"29";"diag";"2000";"my";"0,000981";"37927"
"29";"diag";"2000";"ENLU";"0,000885";"1999"
"29";"diag";"2000";"NSGA2";"0,067487";"3998000"
"30";"square";"2000";"my";"0,005307";"144266"
"30";"square";"2000";"ENLU";"0,037172";"723568"
"30";"square";"2000";"NSGA2";"0,090587";"3998000"
"30";"parallel fronts";"2000";"my";"0,00356";"80176"
"30";"parallel fronts";"2000";"ENLU";"0,005864";"289178"
"30";"parallel fronts";"2000";"NSGA2";"0,07568";"3998000"
"30";"circle fronts";"2000";"my";"0,014625";"377173"
"30";"circle fronts";"2000";"ENLU";"0,251322";"2077336"
"30";"circle fronts";"2000";"NSGA2";"0,090258";"3998000"
"30";"stripe";"2000";"my";"0,013472";"319369"
"30";"stripe";"2000";"ENLU";"0,171415";"1003652"
"30";"stripe";"2000";"NSGA2";"0,091218";"3998000"
"30";"diag";"2000";"my";"0,000902";"37927"
"30";"diag";"2000";"ENLU";"0,00084";"1999"
"30";"diag";"2000";"NSGA2";"0,069696";"3998000"
"31";"square";"2000";"my";"0,0067";"147819"
"31";"square";"2000";"ENLU";"0,04568";"823064"
"31";"square";"2000";"NSGA2";"0,087315";"3998000"
"31";"parallel fronts";"2000";"my";"0,002308";"79572"
"31";"parallel fronts";"2000";"ENLU";"0,005116";"252898"
"31";"parallel fronts";"2000";"NSGA2";"0,079518";"3998000"
"31";"circle fronts";"2000";"my";"0,015339";"368120"
"31";"circle fronts";"2000";"ENLU";"0,224193";"1789795"
"31";"circle fronts";"2000";"NSGA2";"0,092691";"3998000"
"31";"stripe";"2000";"my";"0,013971";"312630"
"31";"stripe";"2000";"ENLU";"0,172442";"969615"
"31";"stripe";"2000";"NSGA2";"0,091175";"3998000"
"31";"diag";"2000";"my";"0,000873";"37927"
"31";"diag";"2000";"ENLU";"0,000783";"1999"
"31";"diag";"2000";"NSGA2";"0,067169";"3998000"
"32";"square";"2000";"my";"0,005021";"140022"
"32";"square";"2000";"ENLU";"0,044448";"739174"
"32";"square";"2000";"NSGA2";"0,091151";"3998000"
"32";"parallel fronts";"2000";"my";"0,002814";"80833"
"32";"parallel fronts";"2000";"ENLU";"0,005005";"245852"
"32";"parallel fronts";"2000";"NSGA2";"0,071235";"3998000"
"32";"circle fronts";"2000";"my";"0,015022";"369474"
"32";"circle fronts";"2000";"ENLU";"0,249364";"2011827"
"32";"circle fronts";"2000";"NSGA2";"0,09252";"3998000"
"32";"stripe";"2000";"my";"0,014745";"322967"
"32";"stripe";"2000";"ENLU";"0,170551";"996620"
"32";"stripe";"2000";"NSGA2";"0,087973";"3998000"
"32";"diag";"2000";"my";"0,001064";"37927"
"32";"diag";"2000";"ENLU";"0,000846";"1999"
"32";"diag";"2000";"NSGA2";"0,068063";"3998000"
"33";"square";"2000";"my";"0,008065";"146767"
"33";"square";"2000";"ENLU";"0,040033";"789018"
"33";"square";"2000";"NSGA2";"0,086546";"3998000"
"33";"parallel fronts";"2000";"my";"0,003149";"81562"
"33";"parallel fronts";"2000";"ENLU";"0,005054";"264851"
"33";"parallel fronts";"2000";"NSGA2";"0,07463";"3998000"
"33";"circle fronts";"2000";"my";"0,01946";"390769"
"33";"circle fronts";"2000";"ENLU";"0,295671";"2114127"
"33";"circle fronts";"2000";"NSGA2";"0,103852";"3998000"
"33";"stripe";"2000";"my";"0,017257";"330431"
"33";"stripe";"2000";"ENLU";"0,210422";"1011432"
"33";"stripe";"2000";"NSGA2";"0,105708";"3998000"
"33";"diag";"2000";"my";"0,000944";"37927"
"33";"diag";"2000";"ENLU";"0,001296";"1999"
"33";"diag";"2000";"NSGA2";"0,080412";"3998000"
"34";"square";"2000";"my";"0,007338";"141498"
"34";"square";"2000";"ENLU";"0,051918";"832811"
"34";"square";"2000";"NSGA2";"0,088583";"3998000"
"34";"parallel fronts";"2000";"my";"0,002391";"82830"
"34";"parallel fronts";"2000";"ENLU";"0,005695";"267409"
"34";"parallel fronts";"2000";"NSGA2";"0,074535";"3998000"
"34";"circle fronts";"2000";"my";"0,016518";"403852"
"34";"circle fronts";"2000";"ENLU";"0,274958";"2212447"
"34";"circle fronts";"2000";"NSGA2";"0,090655";"3998000"
"34";"stripe";"2000";"my";"0,014818";"331465"
"34";"stripe";"2000";"ENLU";"0,173447";"992168"
"34";"stripe";"2000";"NSGA2";"0,086312";"3998000"
"34";"diag";"2000";"my";"0,000957";"37927"
"34";"diag";"2000";"ENLU";"0,001002";"1999"
"34";"diag";"2000";"NSGA2";"0,069111";"3998000"
"35";"square";"2000";"my";"0,006113";"141571"
"35";"square";"2000";"ENLU";"0,043205";"732964"
"35";"square";"2000";"NSGA2";"0,095991";"3998000"
"35";"parallel fronts";"2000";"my";"0,002666";"79928"
"35";"parallel fronts";"2000";"ENLU";"0,00835";"277042"
"35";"parallel fronts";"2000";"NSGA2";"0,096807";"3998000"
"35";"circle fronts";"2000";"my";"0,016389";"370123"
"35";"circle fronts";"2000";"ENLU";"0,346287";"2015774"
"35";"circle fronts";"2000";"NSGA2";"0,110491";"3998000"
"35";"stripe";"2000";"my";"0,022317";"338091"
"35";"stripe";"2000";"ENLU";"0,176634";"1000276"
"35";"stripe";"2000";"NSGA2";"0,090919";"3998000"
"35";"diag";"2000";"my";"0,000925";"37927"
"35";"diag";"2000";"ENLU";"0,001012";"1999"
"35";"diag";"2000";"NSGA2";"0,077117";"3998000"
"36";"square";"2000";"my";"0,005521";"140343"
"36";"square";"2000";"ENLU";"0,044524";"710771"
"36";"square";"2000";"NSGA2";"0,087873";"3998000"
"36";"parallel fronts";"2000";"my";"0,002581";"80232"
"36";"parallel fronts";"2000";"ENLU";"0,004962";"239533"
"36";"parallel fronts";"2000";"NSGA2";"0,071187";"3998000"
"36";"circle fronts";"2000";"my";"0,016728";"392376"
"36";"circle fronts";"2000";"ENLU";"0,253831";"2040143"
"36";"circle fronts";"2000";"NSGA2";"0,09392";"3998000"
"36";"stripe";"2000";"my";"0,016129";"343775"
"36";"stripe";"2000";"ENLU";"0,178995";"1001069"
"36";"stripe";"2000";"NSGA2";"0,085957";"3998000"
"36";"diag";"2000";"my";"0,000821";"37927"
"36";"diag";"2000";"ENLU";"0,00085";"1999"
"36";"diag";"2000";"NSGA2";"0,069882";"3998000"
"37";"square";"2000";"my";"0,00552";"141667"
"37";"square";"2000";"ENLU";"0,041958";"731171"
"37";"square";"2000";"NSGA2";"0,086022";"3998000"
"37";"parallel fronts";"2000";"my";"0,004033";"83557"
"37";"parallel fronts";"2000";"ENLU";"0,005557";"281195"
"37";"parallel fronts";"2000";"NSGA2";"0,075937";"3998000"
"37";"circle fronts";"2000";"my";"0,015335";"387510"
"37";"circle fronts";"2000";"ENLU";"0,26526";"2038603"
"37";"circle fronts";"2000";"NSGA2";"0,0903";"3998000"
"37";"stripe";"2000";"my";"0,01312";"310075"
"37";"stripe";"2000";"ENLU";"0,171251";"979316"
"37";"stripe";"2000";"NSGA2";"0,090477";"3998000"
"37";"diag";"2000";"my";"0,001064";"37927"
"37";"diag";"2000";"ENLU";"0,001071";"1999"
"37";"diag";"2000";"NSGA2";"0,07325";"3998000"
"38";"square";"2000";"my";"0,005558";"142593"
"38";"square";"2000";"ENLU";"0,03955";"688186"
"38";"square";"2000";"NSGA2";"0,088429";"3998000"
"38";"parallel fronts";"2000";"my";"0,002346";"79492"
"38";"parallel fronts";"2000";"ENLU";"0,005524";"272585"
"38";"parallel fronts";"2000";"NSGA2";"0,070443";"3998000"
"38";"circle fronts";"2000";"my";"0,016475";"395716"
"38";"circle fronts";"2000";"ENLU";"0,26218";"2145390"
"38";"circle fronts";"2000";"NSGA2";"0,098938";"3998000"
"38";"stripe";"2000";"my";"0,019118";"330107"
"38";"stripe";"2000";"ENLU";"0,207889";"1009273"
"38";"stripe";"2000";"NSGA2";"0,10476";"3998000"
"38";"diag";"2000";"my";"0,000996";"37927"
"38";"diag";"2000";"ENLU";"0,001177";"1999"
"38";"diag";"2000";"NSGA2";"0,086989";"3998000"
"39";"square";"2000";"my";"0,008813";"142307"
"39";"square";"2000";"ENLU";"0,0482";"709475"
"39";"square";"2000";"NSGA2";"0,106022";"3998000"
"39";"parallel fronts";"2000";"my";"0,002525";"80638"
"39";"parallel fronts";"2000";"ENLU";"0,008159";"294394"
"39";"parallel fronts";"2000";"NSGA2";"0,089159";"3998000"
"39";"circle fronts";"2000";"my";"0,016699";"378228"
"39";"circle fronts";"2000";"ENLU";"0,307417";"2084913"
"39";"circle fronts";"2000";"NSGA2";"0,109079";"3998000"
"39";"stripe";"2000";"my";"0,016885";"298062"
"39";"stripe";"2000";"ENLU";"0,214663";"960996"
"39";"stripe";"2000";"NSGA2";"0,101504";"3998000"
"39";"diag";"2000";"my";"0,000942";"37927"
"39";"diag";"2000";"ENLU";"0,001179";"1999"
"39";"diag";"2000";"NSGA2";"0,075522";"3998000"
"40";"square";"2000";"my";"0,006242";"142166"
"40";"square";"2000";"ENLU";"0,054459";"742923"
"40";"square";"2000";"NSGA2";"0,097513";"3998000"
"40";"parallel fronts";"2000";"my";"0,002501";"78740"
"40";"parallel fronts";"2000";"ENLU";"0,00582";"264854"
"40";"parallel fronts";"2000";"NSGA2";"0,090011";"3998000"
"40";"circle fronts";"2000";"my";"0,017839";"388805"
"40";"circle fronts";"2000";"ENLU";"0,318267";"2068273"
"40";"circle fronts";"2000";"NSGA2";"0,111108";"3998000"
"40";"stripe";"2000";"my";"0,015566";"318913"
"40";"stripe";"2000";"ENLU";"0,201586";"958712"
"40";"stripe";"2000";"NSGA2";"0,110984";"3998000"
"40";"diag";"2000";"my";"0,001385";"37927"
"40";"diag";"2000";"ENLU";"0,00088";"1999"
"40";"diag";"2000";"NSGA2";"0,089656";"3998000"
"41";"square";"2000";"my";"0,005546";"133112"
"41";"square";"2000";"ENLU";"0,052781";"654987"
"41";"square";"2000";"NSGA2";"0,101197";"3998000"
"41";"parallel fronts";"2000";"my";"0,00303";"79955"
"41";"parallel fronts";"2000";"ENLU";"0,005729";"263201"
"41";"parallel fronts";"2000";"NSGA2";"0,086109";"3998000"
"41";"circle fronts";"2000";"my";"0,018598";"413041"
"41";"circle fronts";"2000";"ENLU";"0,26784";"2053680"
"41";"circle fronts";"2000";"NSGA2";"0,090752";"3998000"
"41";"stripe";"2000";"my";"0,014787";"318319"
"41";"stripe";"2000";"ENLU";"0,184187";"993116"
"41";"stripe";"2000";"NSGA2";"0,08854";"3998000"
"41";"diag";"2000";"my";"0,000807";"37927"
"41";"diag";"2000";"ENLU";"0,001067";"1999"
"41";"diag";"2000";"NSGA2";"0,067493";"3998000"
"42";"square";"2000";"my";"0,005475";"144880"
"42";"square";"2000";"ENLU";"0,051504";"851470"
"42";"square";"2000";"NSGA2";"0,100759";"3998000"
"42";"parallel fronts";"2000";"my";"0,002583";"81033"
"42";"parallel fronts";"2000";"ENLU";"0,005474";"254165"
"42";"parallel fronts";"2000";"NSGA2";"0,077085";"3998000"
"42";"circle fronts";"2000";"my";"0,017465";"405294"
"42";"circle fronts";"2000";"ENLU";"0,279361";"2287413"
"42";"circle fronts";"2000";"NSGA2";"0,091663";"3998000"
"42";"stripe";"2000";"my";"0,014421";"333606"
"42";"stripe";"2000";"ENLU";"0,173789";"1004727"
"42";"stripe";"2000";"NSGA2";"0,086342";"3998000"
"42";"diag";"2000";"my";"0,001573";"37927"
"42";"diag";"2000";"ENLU";"0,001201";"1999"
"42";"diag";"2000";"NSGA2";"0,080357";"3998000"
"43";"square";"2000";"my";"0,008207";"144002"
"43";"square";"2000";"ENLU";"0,04272";"790755"
"43";"square";"2000";"NSGA2";"0,091346";"3998000"
"43";"parallel fronts";"2000";"my";"0,002607";"81045"
"43";"parallel fronts";"2000";"ENLU";"0,005873";"289977"
"43";"parallel fronts";"2000";"NSGA2";"0,070961";"3998000"
"43";"circle fronts";"2000";"my";"0,014788";"383459"
"43";"circle fronts";"2000";"ENLU";"0,272307";"2075657"
"43";"circle fronts";"2000";"NSGA2";"0,132525";"3998000"
"43";"stripe";"2000";"my";"0,020647";"300395"
"43";"stripe";"2000";"ENLU";"0,220412";"969214"
"43";"stripe";"2000";"NSGA2";"0,110527";"3998000"
"43";"diag";"2000";"my";"0,000946";"37927"
"43";"diag";"2000";"ENLU";"0,000907";"1999"
"43";"diag";"2000";"NSGA2";"0,086712";"3998000"
"44";"square";"2000";"my";"0,007193";"143040"
"44";"square";"2000";"ENLU";"0,052172";"731004"
"44";"square";"2000";"NSGA2";"0,132086";"3998000"
"44";"parallel fronts";"2000";"my";"0,003876";"82104"
"44";"parallel fronts";"2000";"ENLU";"0,00736";"283360"
"44";"parallel fronts";"2000";"NSGA2";"0,079833";"3998000"
"44";"circle fronts";"2000";"my";"0,018261";"373216"
"44";"circle fronts";"2000";"ENLU";"0,257443";"2024244"
"44";"circle fronts";"2000";"NSGA2";"0,099095";"3998000"
"44";"stripe";"2000";"my";"0,015183";"341936"
"44";"stripe";"2000";"ENLU";"0,179721";"1000727"
"44";"stripe";"2000";"NSGA2";"0,087011";"3998000"
"44";"diag";"2000";"my";"0,000918";"37927"
"44";"diag";"2000";"ENLU";"0,000968";"1999"
"44";"diag";"2000";"NSGA2";"0,069829";"3998000"
"45";"square";"2000";"my";"0,005629";"146053"
"45";"square";"2000";"ENLU";"0,044068";"782004"
"45";"square";"2000";"NSGA2";"0,101219";"3998000"
"45";"parallel fronts";"2000";"my";"0,002171";"78106"
"45";"parallel fronts";"2000";"ENLU";"0,006189";"295420"
"45";"parallel fronts";"2000";"NSGA2";"0,071394";"3998000"
"45";"circle fronts";"2000";"my";"0,01797";"402893"
"45";"circle fronts";"2000";"ENLU";"0,273886";"2137921"
"45";"circle fronts";"2000";"NSGA2";"0,090173";"3998000"
"45";"stripe";"2000";"my";"0,014675";"334008"
"45";"stripe";"2000";"ENLU";"0,179692";"1015400"
"45";"stripe";"2000";"NSGA2";"0,085958";"3998000"
"45";"diag";"2000";"my";"0,000808";"37927"
"45";"diag";"2000";"ENLU";"0,001206";"1999"
"45";"diag";"2000";"NSGA2";"0,085237";"3998000"
"46";"square";"2000";"my";"0,005602";"142280"
"46";"square";"2000";"ENLU";"0,038432";"729487"
"46";"square";"2000";"NSGA2";"0,086885";"3998000"
"46";"parallel fronts";"2000";"my";"0,002338";"80111"
"46";"parallel fronts";"2000";"ENLU";"0,005664";"268034"
"46";"parallel fronts";"2000";"NSGA2";"0,071665";"3998000"
"46";"circle fronts";"2000";"my";"0,017125";"396406"
"46";"circle fronts";"2000";"ENLU";"0,257876";"2087684"
"46";"circle fronts";"2000";"NSGA2";"0,091158";"3998000"
"46";"stripe";"2000";"my";"0,013926";"322109"
"46";"stripe";"2000";"ENLU";"0,193631";"996398"
"46";"stripe";"2000";"NSGA2";"0,09103";"3998000"
"46";"diag";"2000";"my";"0,00096";"37927"
"46";"diag";"2000";"ENLU";"0,000896";"1999"
"46";"diag";"2000";"NSGA2";"0,068393";"3998000"
"47";"square";"2000";"my";"0,005012";"135800"
"47";"square";"2000";"ENLU";"0,039466";"684209"
"47";"square";"2000";"NSGA2";"0,087127";"3998000"
"47";"parallel fronts";"2000";"my";"0,002323";"79934"
"47";"parallel fronts";"2000";"ENLU";"0,005865";"280601"
"47";"parallel fronts";"2000";"NSGA2";"0,074619";"3998000"
"47";"circle fronts";"2000";"my";"0,015373";"384087"
"47";"circle fronts";"2000";"ENLU";"0,262422";"2002128"
"47";"circle fronts";"2000";"NSGA2";"0,091616";"3998000"
"47";"stripe";"2000";"my";"0,012777";"306598"
"47";"stripe";"2000";"ENLU";"0,166278";"977648"
"47";"stripe";"2000";"NSGA2";"0,087187";"3998000"
"47";"diag";"2000";"my";"0,001059";"37927"
"47";"diag";"2000";"ENLU";"0,000813";"1999"
"47";"diag";"2000";"NSGA2";"0,067607";"3998000"
"48";"square";"2000";"my";"0,006117";"142213"
"48";"square";"2000";"ENLU";"0,039632";"761237"
"48";"square";"2000";"NSGA2";"0,08705";"3998000"
"48";"parallel fronts";"2000";"my";"0,002539";"81764"
"48";"parallel fronts";"2000";"ENLU";"0,004962";"265859"
"48";"parallel fronts";"2000";"NSGA2";"0,083632";"3998000"
"48";"circle fronts";"2000";"my";"0,014212";"359605"
"48";"circle fronts";"2000";"ENLU";"0,240748";"1975753"
"48";"circle fronts";"2000";"NSGA2";"0,091507";"3998000"
"48";"stripe";"2000";"my";"0,012324";"284757"
"48";"stripe";"2000";"ENLU";"0,160097";"924080"
"48";"stripe";"2000";"NSGA2";"0,090169";"3998000"
"48";"diag";"2000";"my";"0,001693";"37927"
"48";"diag";"2000";"ENLU";"0,000784";"1999"
"48";"diag";"2000";"NSGA2";"0,068813";"3998000"
"49";"square";"2000";"my";"0,005838";"149912"
"49";"square";"2000";"ENLU";"0,050589";"784016"
"49";"square";"2000";"NSGA2";"0,095072";"3998000"
"49";"parallel fronts";"2000";"my";"0,002629";"79657"
"49";"parallel fronts";"2000";"ENLU";"0,005372";"267536"
"49";"parallel fronts";"2000";"NSGA2";"0,076015";"3998000"
"49";"circle fronts";"2000";"my";"0,016616";"395470"
"49";"circle fronts";"2000";"ENLU";"0,259921";"2079812"
"49";"circle fronts";"2000";"NSGA2";"0,093714";"3998000"
"49";"stripe";"2000";"my";"0,014132";"314194"
"49";"stripe";"2000";"ENLU";"0,172245";"984126"
"49";"stripe";"2000";"NSGA2";"0,096644";"3998000"
"49";"diag";"2000";"my";"0,000931";"37927"
"49";"diag";"2000";"ENLU";"0,000873";"1999"
"49";"diag";"2000";"NSGA2";"0,078454";"3998000"
"50";"square";"2000";"my";"0,006528";"145554"
"50";"square";"2000";"ENLU";"0,037437";"731429"
"50";"square";"2000";"NSGA2";"0,090299";"3998000"
"50";"parallel fronts";"2000";"my";"0,002535";"82920"
"50";"parallel fronts";"2000";"ENLU";"0,005741";"308460"
"50";"parallel fronts";"2000";"NSGA2";"0,071594";"3998000"
"50";"circle fronts";"2000";"my";"0,01641";"402272"
"50";"circle fronts";"2000";"ENLU";"0,263739";"2138485"
"50";"circle fronts";"2000";"NSGA2";"0,098465";"3998000"
"50";"stripe";"2000";"my";"0,02003";"335689"
"50";"stripe";"2000";"ENLU";"0,176573";"1020269"
"50";"stripe";"2000";"NSGA2";"0,087362";"3998000"
"50";"diag";"2000";"my";"0,000828";"37927"
"50";"diag";"2000";"ENLU";"0,000878";"1999"
"50";"diag";"2000";"NSGA2";"0,070631";"3998000"
"51";"square";"2000";"my";"0,007513";"140694"
"51";"square";"2000";"ENLU";"0,042201";"750923"
"51";"square";"2000";"NSGA2";"0,087452";"3998000"
"51";"parallel fronts";"2000";"my";"0,00344";"84473"
"51";"parallel fronts";"2000";"ENLU";"0,006516";"280020"
"51";"parallel fronts";"2000";"NSGA2";"0,083753";"3998000"
"51";"circle fronts";"2000";"my";"0,016803";"412821"
"51";"circle fronts";"2000";"ENLU";"0,269718";"2147292"
"51";"circle fronts";"2000";"NSGA2";"0,093866";"3998000"
"51";"stripe";"2000";"my";"0,013611";"310341"
"51";"stripe";"2000";"ENLU";"0,167582";"950437"
"51";"stripe";"2000";"NSGA2";"0,086218";"3998000"
"51";"diag";"2000";"my";"0,000808";"37927"
"51";"diag";"2000";"ENLU";"0,000798";"1999"
"51";"diag";"2000";"NSGA2";"0,067543";"3998000"
"52";"square";"2000";"my";"0,005397";"141175"
"52";"square";"2000";"ENLU";"0,039984";"699976"
"52";"square";"2000";"NSGA2";"0,087347";"3998000"
"52";"parallel fronts";"2000";"my";"0,002306";"80559"
"52";"parallel fronts";"2000";"ENLU";"0,005202";"255275"
"52";"parallel fronts";"2000";"NSGA2";"0,071557";"3998000"
"52";"circle fronts";"2000";"my";"0,016876";"389428"
"52";"circle fronts";"2000";"ENLU";"0,255441";"2015166"
"52";"circle fronts";"2000";"NSGA2";"0,091695";"3998000"
"52";"stripe";"2000";"my";"0,01243";"299970"
"52";"stripe";"2000";"ENLU";"0,161946";"957603"
"52";"stripe";"2000";"NSGA2";"0,089935";"3998000"
"52";"diag";"2000";"my";"0,000941";"37927"
"52";"diag";"2000";"ENLU";"0,000783";"1999"
"52";"diag";"2000";"NSGA2";"0,070067";"3998000"
"53";"square";"2000";"my";"0,007581";"145234"
"53";"square";"2000";"ENLU";"0,037698";"712296"
"53";"square";"2000";"NSGA2";"0,086841";"3998000"
"53";"parallel fronts";"2000";"my";"0,002355";"78804"
"53";"parallel fronts";"2000";"ENLU";"0,005288";"253195"
"53";"parallel fronts";"2000";"NSGA2";"0,071318";"3998000"
"53";"circle fronts";"2000";"my";"0,015948";"409372"
"53";"circle fronts";"2000";"ENLU";"0,272147";"2118890"
"53";"circle fronts";"2000";"NSGA2";"0,090308";"3998000"
"53";"stripe";"2000";"my";"0,012342";"298518"
"53";"stripe";"2000";"ENLU";"0,16781";"955212"
"53";"stripe";"2000";"NSGA2";"0,087097";"3998000"
"53";"diag";"2000";"my";"0,000856";"37927"
"53";"diag";"2000";"ENLU";"0,000984";"1999"
"53";"diag";"2000";"NSGA2";"0,071857";"3998000"
"54";"square";"2000";"my";"0,005674";"146713"
"54";"square";"2000";"ENLU";"0,041655";"712591"
"54";"square";"2000";"NSGA2";"0,087066";"3998000"
"54";"parallel fronts";"2000";"my";"0,002415";"80828"
"54";"parallel fronts";"2000";"ENLU";"0,00537";"267928"
"54";"parallel fronts";"2000";"NSGA2";"0,075479";"3998000"
"54";"circle fronts";"2000";"my";"0,016339";"403503"
"54";"circle fronts";"2000";"ENLU";"0,270213";"2218264"
"54";"circle fronts";"2000";"NSGA2";"0,11329";"3998000"
"54";"stripe";"2000";"my";"0,014466";"300233"
"54";"stripe";"2000";"ENLU";"0,185955";"960165"
"54";"stripe";"2000";"NSGA2";"0,089909";"3998000"
"54";"diag";"2000";"my";"0,000934";"37927"
"54";"diag";"2000";"ENLU";"0,001019";"1999"
"54";"diag";"2000";"NSGA2";"0,084638";"3998000"
"55";"square";"2000";"my";"0,005211";"144405"
"55";"square";"2000";"ENLU";"0,040107";"716143"
"55";"square";"2000";"NSGA2";"0,091583";"3998000"
"55";"parallel fronts";"2000";"my";"0,002248";"80941"
"55";"parallel fronts";"2000";"ENLU";"0,005626";"288965"
"55";"parallel fronts";"2000";"NSGA2";"0,086676";"3998000"
"55";"circle fronts";"2000";"my";"0,019591";"378884"
"55";"circle fronts";"2000";"ENLU";"0,317953";"2090563"
"55";"circle fronts";"2000";"NSGA2";"0,107007";"3998000"
"55";"stripe";"2000";"my";"0,016105";"312668"
"55";"stripe";"2000";"ENLU";"0,182542";"976826"
"55";"stripe";"2000";"NSGA2";"0,086728";"3998000"
"55";"diag";"2000";"my";"0,000827";"37927"
"55";"diag";"2000";"ENLU";"0,000962";"1999"
"55";"diag";"2000";"NSGA2";"0,066957";"3998000"
"56";"square";"2000";"my";"0,0057";"145900"
"56";"square";"2000";"ENLU";"0,051481";"759851"
"56";"square";"2000";"NSGA2";"0,093631";"3998000"
"56";"parallel fronts";"2000";"my";"0,003327";"79744"
"56";"parallel fronts";"2000";"ENLU";"0,00535";"279121"
"56";"parallel fronts";"2000";"NSGA2";"0,076829";"3998000"
"56";"circle fronts";"2000";"my";"0,015343";"377713"
"56";"circle fronts";"2000";"ENLU";"0,251298";"1992887"
"56";"circle fronts";"2000";"NSGA2";"0,094559";"3998000"
"56";"stripe";"2000";"my";"0,014205";"317029"
"56";"stripe";"2000";"ENLU";"0,172157";"956057"
"56";"stripe";"2000";"NSGA2";"0,092255";"3998000"
"56";"diag";"2000";"my";"0,000804";"37927"
"56";"diag";"2000";"ENLU";"0,000917";"1999"
"56";"diag";"2000";"NSGA2";"0,067265";"3998000"
"57";"square";"2000";"my";"0,00548";"144321"
"57";"square";"2000";"ENLU";"0,039463";"734094"
"57";"square";"2000";"NSGA2";"0,090551";"3998000"
"57";"parallel fronts";"2000";"my";"0,002187";"79477"
"57";"parallel fronts";"2000";"ENLU";"0,005098";"256564"
"57";"parallel fronts";"2000";"NSGA2";"0,071126";"3998000"
"57";"circle fronts";"2000";"my";"0,017834";"407170"
"57";"circle fronts";"2000";"ENLU";"0,247926";"1960932"
"57";"circle fronts";"2000";"NSGA2";"0,094017";"3998000"
"57";"stripe";"2000";"my";"0,014026";"335026"
"57";"stripe";"2000";"ENLU";"0,171974";"997268"
"57";"stripe";"2000";"NSGA2";"0,088399";"3998000"
"57";"diag";"2000";"my";"0,00167";"37927"
"57";"diag";"2000";"ENLU";"0,000807";"1999"
"57";"diag";"2000";"NSGA2";"0,070716";"3998000"
"58";"square";"2000";"my";"0,006372";"142536"
"58";"square";"2000";"ENLU";"0,037569";"725656"
"58";"square";"2000";"NSGA2";"0,08971";"3998000"
"58";"parallel fronts";"2000";"my";"0,003754";"83248"
"58";"parallel fronts";"2000";"ENLU";"0,005586";"266072"
"58";"parallel fronts";"2000";"NSGA2";"0,07465";"3998000"
"58";"circle fronts";"2000";"my";"0,015229";"388024"
"58";"circle fronts";"2000";"ENLU";"0,260538";"2111067"
"58";"circle fronts";"2000";"NSGA2";"0,093782";"3998000"
"58";"stripe";"2000";"my";"0,014273";"323757"
"58";"stripe";"2000";"ENLU";"0,180393";"1001419"
"58";"stripe";"2000";"NSGA2";"0,088033";"3998000"
"58";"diag";"2000";"my";"0,001415";"37927"
"58";"diag";"2000";"ENLU";"0,001056";"1999"
"58";"diag";"2000";"NSGA2";"0,069824";"3998000"
"59";"square";"2000";"my";"0,006603";"139981"
"59";"square";"2000";"ENLU";"0,037262";"713790"
"59";"square";"2000";"NSGA2";"0,086782";"3998000"
"59";"parallel fronts";"2000";"my";"0,00251";"79546"
"59";"parallel fronts";"2000";"ENLU";"0,005788";"267535"
"59";"parallel fronts";"2000";"NSGA2";"0,077653";"3998000"
"59";"circle fronts";"2000";"my";"0,018018";"399755"
"59";"circle fronts";"2000";"ENLU";"0,267916";"2125501"
"59";"circle fronts";"2000";"NSGA2";"0,090161";"3998000"
"59";"stripe";"2000";"my";"0,015036";"340992"
"59";"stripe";"2000";"ENLU";"0,180003";"1026633"
"59";"stripe";"2000";"NSGA2";"0,088914";"3998000"
"59";"diag";"2000";"my";"0,000954";"37927"
"59";"diag";"2000";"ENLU";"0,000838";"1999"
